mode,subset,komoditas,window_size,window_ke,hari_1,hari_2,hari_3,hari_4,hari_5,hari_6,hari_7,hari_8,hari_9,hari_10,hari_11,hari_12,hari_13,hari_14,hari_15,hari_16,hari_17,hari_18,hari_19,hari_20,hari_21,hari_22,hari_23,hari_24,hari_25,hari_26,hari_27,hari_28,hari_29,hari_30,target_hari_31
univariate,train,Cabai Rawit,30,0,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036
univariate,train,Cabai Rawit,30,1,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036
univariate,train,Cabai Rawit,30,2,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036
univariate,train,Cabai Rawit,30,3,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036
univariate,train,Cabai Rawit,30,4,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036
univariate,train,Cabai Rawit,30,5,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036
univariate,train,Cabai Rawit,30,6,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036
univariate,train,Cabai Rawit,30,7,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036
univariate,train,Cabai Rawit,30,8,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.3385321100917431
univariate,train,Cabai Rawit,30,9,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.3385321100917431,0.3385321100917431
univariate,train,Cabai Rawit,30,10,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.22477064220183487,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.5394495412844036,0.3385321100917431,0.3385321100917431,0.3385321100917431
